"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"MSFT","MICROSOFT CORP","594918104","2588173",0.06723365816864371,"-",89425137,"USD"
"NVDA","NVIDIA CORP","67066G104","2379504",0.06630312291448916,"-",294594641,"USD"
"AAPL","APPLE INC","037833100","2046251",0.063805992233261,"-",180703740,"USD"
"AMZN","AMAZON.COM INC","023135106","2000019",0.03966881972786761,"-",113456730,"USD"
"META","META PLATFORMS INC CLASS A","30303M102","B7TL820",0.028883378503853297,"-",26341618,"USD"
"AVGO","BROADCOM INC","11135F101","BDZ78H9",0.02176360430856611,"-",56381325,"USD"
"TSLA","TESLA INC","88160R101","B616C79",0.01946107628676357,"-",33659230,"USD"
"GOOGL","ALPHABET INC CL A","02079K305","BYVY8G0",0.019294725627657605,"-",70161492,"USD"
"BRK-B","BERKSHIRE HATHAWAY INC CL B","084670702","2073390",0.018456739684748494,"-",22047472,"USD"
"GOOG","ALPHABET INC CL C","02079K107","BYY88Y7",0.015773459934841923,"-",56861958,"USD"
"JPM","JPMORGAN CHASE + CO","46625H100","2190385",0.014856670519369808,"-",33631413,"USD"
"V","VISA INC CLASS A SHARES","92826C839","B2PZN04",0.012290520521496711,"-",20733689,"USD"
"LLY","ELI LILLY + CO","532457108","2516152",0.01128023139108568,"-",9479581,"USD"
"NFLX","NETFLIX INC","64110L106","2857817",0.009847662893290554,"-",5144920,"USD"
"XOM","EXXON MOBIL CORP","30231G102","2326618",0.00936141635521104,"-",52370952,"USD"
"MA","MASTERCARD INC   A","57636Q104","B121557",0.009340877631182623,"-",9798015,"USD"
"COST","COSTCO WHOLESALE CORP","22160K105","2701271",0.008805900394251463,"-",5340483,"USD"
"WMT","WALMART INC","931142103","2936921",0.008404029695653526,"-",52190865,"USD"
"PG","PROCTER + GAMBLE CO/THE","742718109","2704407",0.0074133188813280335,"-",28210940,"USD"
"HD","HOME DEPOT INC","437076102","2434209",0.007406515991732649,"-",11946582,"USD"
"JNJ","JOHNSON + JOHNSON","478160104","2475833",0.007050074589682714,"-",28965995,"USD"
"ABBV","ABBVIE INC","00287Y109","B92SR70",0.006267162039748003,"-",21239122,"USD"
"BAC","BANK OF AMERICA CORP","060505104","2295677",0.005926987547230562,"-",79662704,"USD"
"UNH","UNITEDHEALTH GROUP INC","91324P102","2917766",0.005671148877197079,"-",11071933,"USD"
"CRM","SALESFORCE INC","79466L302","2310525",0.005566774543154951,"-",11513724,"USD"
"KO","COCA COLA CO/THE","191216100","2206657",0.005357395607358182,"-",46581706,"USD"
"PLTR","PALANTIR TECHNOLOGIES INC A","69608A108","BN78DQ4",0.005338107414505385,"-",24658120,"USD"
"ORCL","ORACLE CORP","68389X105","2661568",0.0052887564521906325,"-",19517157,"USD"
"PM","PHILIP MORRIS INTERNATIONAL","718172109","B2PKRQ3",0.005103277668222354,"-",18708677,"USD"
"WFC","WELLS FARGO + CO","949746101","2649100",0.005019322007215786,"-",39568675,"USD"
"CSCO","CISCO SYSTEMS INC","17275R102","2198163",0.004883794440526558,"-",47916416,"USD"
"GE","GENERAL ELECTRIC","369604301","BL59CR9",0.004793726183133548,"-",12912728,"USD"
"IBM","INTL BUSINESS MACHINES CORP","459200101","2005973",0.004770246209780067,"-",11126059,"USD"
"CVX","CHEVRON CORP","166764100","2838555",0.004738022522446635,"-",20111106,"USD"
"ABT","ABBOTT LABORATORIES","002824100","2002305",0.004461865221871642,"-",20870250,"USD"
"MCD","MCDONALD S CORP","580135101","2550707",0.004409452959238966,"-",8622959,"USD"
"LIN","LINDE PLC","G54950103","BNZHB81",0.004249184883771231,"-",5729497,"USD"
"NOW","SERVICENOW INC","81762P102","B80NXX8",0.004229476512443426,"-",2476904,"USD"
"DIS","WALT DISNEY CO/THE","254687106","2270726",0.0040849151085415045,"-",21749641,"USD"
"ISRG","INTUITIVE SURGICAL INC","46120E602","2871301",0.0040350739380059075,"-",4287444,"USD"
"ACN","ACCENTURE PLC CL A","G1151C101","B4BNMY3",0.004006271703968978,"-",7518856,"USD"
"GS","GOLDMAN SACHS GROUP INC","38141G104","2407966",0.0038183418788964806,"-",3754255,"USD"
"AMD","ADVANCED MICRO DEVICES","007903107","2007849",0.0038166311522482292,"-",19496085,"USD"
"T","AT+T INC","00206R102","2831811",0.0037976030698799626,"-",86370393,"USD"
"UBER","UBER TECHNOLOGIES INC","90353T100","BK6N347",0.0037786850342551503,"-",25132850,"USD"
"MRK","MERCK + CO. INC.","58933Y105","2778844",0.003719059707801486,"-",30439675,"USD"
"INTU","INTUIT INC","461202103","2459020",0.0036568732935001475,"-",3368427,"USD"
"VZ","VERIZON COMMUNICATIONS INC","92343V104","2090571",0.003564604101238042,"-",50614493,"USD"
"PEP","PEPSICO INC","713448108","2681511",0.003522366160250228,"-",16489875,"USD"
"RTX","RTX CORP","75513E101","BM5M5Y3",0.003484840220732158,"-",16022305,"USD"
"ADBE","ADOBE INC","00724F101","2008154",0.0034790977815737016,"-",5237198,"USD"
"BKNG","BOOKING HOLDINGS INC","09857L108","BDRXDB4",0.0034548975022630616,"-",398262,"USD"
"TXN","TEXAS INSTRUMENTS INC","882508104","2885409",0.003412039297812139,"-",10952184,"USD"
"QCOM","QUALCOMM INC","747525103","2714923",0.00338512786691275,"-",13306287,"USD"
"CAT","CATERPILLAR INC","149123101","2180201",0.0033434201511434,"-",5749924,"USD"
"AXP","AMERICAN EXPRESS CO","025816109","2026082",0.003332295425805065,"-",6677206,"USD"
"PGR","PROGRESSIVE CORP","743315103","2705024",0.0032579838612248942,"-",7042964,"USD"
"MS","MORGAN STANLEY","617446448","2262314",0.0032441079673001904,"-",14887048,"USD"
"SPGI","S+P GLOBAL INC","78409V104","BYV2325",0.003226370433105166,"-",3789765,"USD"
"TMO","THERMO FISHER SCIENTIFIC INC","883556102","2886907",0.0031078700989032107,"-",4602567,"USD"
"BA","BOEING CO/THE","097023105","2108601",0.0030721949455250613,"-",9024119,"USD"
"BSX","BOSTON SCIENTIFIC CORP","101137107","2113434",0.003034979137738546,"-",17727471,"USD"
"SCHW","SCHWAB (CHARLES) CORP","808513105","2779397",0.002972902770180662,"-",20510714,"USD"
"NEE","NEXTERA ENERGY INC","65339F101","2328915",0.0029693812743901106,"-",24734652,"USD"
"TJX","TJX COMPANIES INC","872540109","2989301",0.002942389809495481,"-",13524677,"USD"
"AMAT","APPLIED MATERIALS INC","038222105","2046552",0.0028314626920930936,"-",9777541,"USD"
"C","CITIGROUP INC","172967424","2297907",0.0028275410263263424,"-",22583402,"USD"
"HON","HONEYWELL INTERNATIONAL INC","438516106","2020459",0.002824639793998899,"-",7820977,"USD"
"AMGN","AMGEN INC","031162100","2023607",0.00282003783927261,"-",6465578,"USD"
"BLK","BLACKROCK INC","09290D101","BMZBBT7",0.0028166363944749175,"-",1751434,"USD"
"UNP","UNION PACIFIC CORP","907818108","2914734",0.002760652614804665,"-",7270198,"USD"
"SYK","STRYKER CORP","863667101","2853688",0.0026509960370767085,"-",4126465,"USD"
"CMCSA","COMCAST CORP CLASS A","20030N101","2044545",0.002607847709393042,"-",45375917,"USD"
"ETN","EATON CORP PLC","G29183103","B8KQN82",0.002601314934531592,"-",4753292,"USD"
"LOW","LOWE S COS INC","548661107","2536763",0.0025814665037121173,"-",6793261,"USD"
"PANW","PALO ALTO NETWORKS INC","697435105","B87ZMX0",0.0025288141390937217,"-",7965767,"USD"
"DE","DEERE + CO","244199105","2261203",0.002521110867051889,"-",3047301,"USD"
"ADP","AUTOMATIC DATA PROCESSING","053015103","2065308",0.0025186998429452896,"-",4895080,"USD"
"PFE","PFIZER INC","717081103","2684703",0.0024959801925465864,"-",68161775,"USD"
"GILD","GILEAD SCIENCES INC","375558103","2369174",0.002450901044727759,"-",14980857,"USD"
"DHR","DANAHER CORP","235851102","2250870",0.002404961531460103,"-",7699864,"USD"
"GEV","GE VERNOVA INC","36828A101","BP6H4Y1",0.002386173551077556,"-",3315055,"USD"
"COP","CONOCOPHILLIPS","20825C104","2685717",0.0023629636924580085,"-",15349857,"USD"
"TMUS","T MOBILE US INC","872590104","B94Q9V0",0.002257368839988474,"-",5769218,"USD"
"ADI","ANALOG DEVICES INC","032654105","2032067",0.0022521166090508607,"-",5970724,"USD"
"MMC","MARSH + MCLENNAN COS","571748102","2567741",0.002185518320761927,"-",5906376,"USD"
"LRCX","LAM RESEARCH CORP","512807306","BSML4N7",0.002182246931206499,"-",15443865,"USD"
"BX","BLACKSTONE INC","09260D107","BKF2SL7",0.0021734431917301194,"-",8805872,"USD"
"VRTX","VERTEX PHARMACEUTICALS INC","92532F100","2931034",0.0021637590783061015,"-",3089439,"USD"
"MDT","MEDTRONIC PLC","G5960L103","BTN1Y11",0.002160967892722113,"-",15423938,"USD"
"FI","FISERV INC","337738108","2342034",0.002160457676002459,"-",6842729,"USD"
"CRWD","CROWDSTRIKE HOLDINGS INC   A","22788C105","BJJP138",0.0021482825044766016,"-",2963337,"USD"
"KLAC","KLA CORP","482480100","2480138",0.0021402691007032146,"-",1598781,"USD"
"MU","MICRON TECHNOLOGY INC","595112103","2588184",0.0021248125353725248,"-",13404565,"USD"
"CB","CHUBB LTD","H1467J104","B3BQMF6",0.002097911108722541,"-",4483430,"USD"
"APH","AMPHENOL CORP CL A","032095101","2145084",0.0020748213010958537,"-",14570432,"USD"
"ANET","ARISTA NETWORKS INC","040413205","BL9XPM3",0.002029291962053802,"-",12424001,"USD"
"PLD","PROLOGIS INC","74340W103","B44WZD7",0.0019930865834571895,"-",11138603,"USD"
"ICE","INTERCONTINENTAL EXCHANGE IN","45866F104","BFSSDS9",0.001976159393463968,"-",6911343,"USD"
"SBUX","STARBUCKS CORP","855244109","2842255",0.001966585326783405,"-",13665891,"USD"
