"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"NVDA","NVIDIA CORP","67066G104","2379504",0.08500109670198243,"-",291138357,"USD"
"AAPL","APPLE INC","037833100","2046251",0.06959508506233474,"-",175894016,"USD"
"MSFT","MICROSOFT CORP","594918104","2588173",0.04914655536131998,"-",88965161,"USD"
"AMZN","AMAZON.COM INC","023135106","2000019",0.04016925627198081,"-",117037335,"USD"
"GOOGL","ALPHABET INC CL A","02079K305","BYVY8G0",0.03578520960614092,"-",69751364,"USD"
"AVGO","BROADCOM INC","11135F101","BDZ78H9",0.030902144529594087,"-",56803218,"USD"
"GOOG","ALPHABET INC CL C","02079K107","BYY88Y7",0.02854037349975831,"-",56028862,"USD"
"META","META PLATFORMS INC CLASS A","30303M102","B7TL820",0.020896984967959532,"-",26202777,"USD"
"TSLA","TESLA INC","88160R101","B616C79",0.018019307797565103,"-",33692912,"USD"
"BRK-B","BERKSHIRE HATHAWAY INC CL B","084670702","2073390",0.01396801343911135,"-",21967345,"USD"
"LLY","ELI LILLY + CO","532457108","2516152",0.01283192342799146,"-",9492742,"USD"
"JPM","JPMORGAN CHASE + CO","46625H100","2190385",0.01263988552840406,"-",32299210,"USD"
"MU","MICRON TECHNOLOGY INC","595112103","2588184",0.012467896805725916,"-",13482728,"USD"
"XOM","EXXON MOBIL CORP","30231G102","2326618",0.010769129245838404,"-",50060313,"USD"
"AMD","ADVANCED MICRO DEVICES","007903107","2007849",0.010706150419169863,"-",19538021,"USD"
"WMT","WALMART INC","931142103","2936921",0.00932594867322671,"-",52509813,"USD"
"V","VISA INC CLASS A SHARES","92826C839","B2PZN04",0.008792094317410966,"-",20137104,"USD"
"JNJ","JOHNSON + JOHNSON","478160104","2475833",0.008786841913280547,"-",28867225,"USD"
"INTC","INTEL CORP","458140100","2463247",0.008252317250651968,"-",56277669,"USD"
"COST","COSTCO WHOLESALE CORP","22160K105","2701271",0.007702985810665258,"-",5318817,"USD"
"CSCO","CISCO SYSTEMS INC","17275R102","2198163",0.007226177565995508,"-",47323625,"USD"
"MA","MASTERCARD INC   A","57636Q104","B121557",0.006450852684290654,"-",9754567,"USD"
"CAT","CATERPILLAR INC","149123101","2180201",0.0063441038232019565,"-",5573092,"USD"
"ABBV","ABBVIE INC","00287Y109","B92SR70",0.005988431024648602,"-",21168341,"USD"
"NFLX","NETFLIX INC","64110L106","2857817",0.005978496477407639,"-",50570183,"USD"
"CVX","CHEVRON CORP","166764100","2838555",0.005860872638624151,"-",22451505,"USD"
"UNH","UNITEDHEALTH GROUP INC","91324P102","2917766",0.005590668960996827,"-",10852911,"USD"
