"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"AAPL","APPLE INC","037833100","2046251",0.07348151519733971,"-",190953335,"USD"
"NVDA","NVIDIA CORP","67066G104","2379504",0.06585183370434229,"-",308959505,"USD"
"MSFT","MICROSOFT CORP","594918104","2588173",0.06513109720218564,"-",93353688,"USD"
"AMZN","AMAZON.COM INC","023135106","2000019",0.04168682497676204,"-",117314305,"USD"
"META","META PLATFORMS INC CLASS A","30303M102","B7TL820",0.026859303570132515,"-",27437254,"USD"
"TSLA","TESLA INC","88160R101","B616C79",0.02260907434220675,"-",34844432,"USD"
"GOOGL","ALPHABET INC CL A","02079K305","BYVY8G0",0.021919834730572615,"-",73579585,"USD"
"GOOG","ALPHABET INC CL C","02079K107","BYY88Y7",0.018125419937695786,"-",60317910,"USD"
"AVGO","BROADCOM INC","11135F101","BDZ78H9",0.016389338946903666,"-",58456155,"USD"
"BRK-B","BERKSHIRE HATHAWAY INC CL B","084670702","2073390",0.01637318028165784,"-",23003892,"USD"
"JPM","JPMORGAN CHASE + CO","46625H100","2190385",0.01339261192206933,"-",35729349,"USD"
"LLY","ELI LILLY + CO","532457108","2516152",0.012027259738307263,"-",9905958,"USD"
"V","VISA INC CLASS A SHARES","92826C839","B2PZN04",0.010229205513748802,"-",20976112,"USD"
"XOM","EXXON MOBIL CORP","30231G102","2326618",0.009681571839714765,"-",55790099,"USD"
"UNH","UNITEDHEALTH GROUP INC","91324P102","2917766",0.009281557327932677,"-",11595892,"USD"
"MA","MASTERCARD INC   A","57636Q104","B121557",0.00855997036971046,"-",10359927,"USD"
"COST","COSTCO WHOLESALE CORP","22160K105","2701271",0.008539049150497444,"-",5566883,"USD"
"HD","HOME DEPOT INC","437076102","2434209",0.008008114431445007,"-",12451458,"USD"
"WMT","WALMART INC","931142103","2936921",0.007946291278160825,"-",54539410,"USD"
"PG","PROCTER + GAMBLE CO/THE","742718109","2704407",0.007837482928595289,"-",29559173,"USD"
"NFLX","NETFLIX INC","64110L106","2857817",0.007740470904927476,"-",5388874,"USD"
"JNJ","JOHNSON + JOHNSON","478160104","2475833",0.006859898689271108,"-",30226104,"USD"
