"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"NVDA","NVIDIA CORP","67066G104","2379504",0.07566110122843739,"-",289708775,"USD"
"AAPL","APPLE INC","037833100","2046251",0.06692825859685175,"-",176165165,"USD"
"MSFT","MICROSOFT CORP","594918104","2588173",0.0527846366815218,"-",88608991,"USD"
"AMZN","AMAZON.COM INC","023135106","2000019",0.03964756484325843,"-",115977042,"USD"
"GOOGL","ALPHABET INC CL A","02079K305","BYVY8G0",0.03354210057181034,"-",69360739,"USD"
"GOOG","ALPHABET INC CL C","02079K107","BYY88Y7",0.02690239479881846,"-",55435512,"USD"
"AVGO","BROADCOM INC","11135F101","BDZ78H9",0.026228594169889197,"-",56298001,"USD"
"META","META PLATFORMS INC CLASS A","30303M102","B7TL820",0.025806976173997277,"-",25963938,"USD"
"TSLA","TESLA INC","88160R101","B616C79",0.019881319430178273,"-",33497978,"USD"
"BRK-B","BERKSHIRE HATHAWAY INC CL B","084670702","2073390",0.01498795813674272,"-",21859759,"USD"
"JPM","JPMORGAN CHASE + CO","46625H100","2190385",0.014069906530191916,"-",32451401,"USD"
"LLY","ELI LILLY + CO","532457108","2516152",0.013907662668275497,"-",9466508,"USD"
"XOM","EXXON MOBIL CORP","30231G102","2326618",0.009789133089967208,"-",50268807,"USD"
"V","VISA INC CLASS A SHARES","92826C839","B2PZN04",0.009449322168029689,"-",20116508,"USD"
"JNJ","JOHNSON + JOHNSON","478160104","2475833",0.009325836395314067,"-",28723439,"USD"
"WMT","WALMART INC","931142103","2936921",0.009123964262581243,"-",52268730,"USD"
"MU","MICRON TECHNOLOGY INC","595112103","2588184",0.00824610104374884,"-",13386387,"USD"
"MA","MASTERCARD INC   A","57636Q104","B121557",0.007641404837603657,"-",9778705,"USD"
"COST","COSTCO WHOLESALE CORP","22160K105","2701271",0.007201513027784029,"-",5285393,"USD"
"AMD","ADVANCED MICRO DEVICES","007903107","2007849",0.0067278541704439134,"-",19415802,"USD"
"ABBV","ABBVIE INC","00287Y109","B92SR70",0.006688776014441975,"-",21067882,"USD"
"HD","HOME DEPOT INC","437076102","2434209",0.006312467475086725,"-",11864779,"USD"
"BAC","BANK OF AMERICA CORP","060505104","2295677",0.006091051263309165,"-",80121273,"USD"
"PG","PROCTER + GAMBLE CO/THE","742718109","2704407",0.006006733665383302,"-",27867519,"USD"
"NFLX","NETFLIX INC","64110L106","2857817",0.005884528159872247,"-",50533776,"USD"
"PLTR","PALANTIR TECHNOLOGIES INC A","69608A108","BN78DQ4",0.005663882108834935,"-",27242534,"USD"
"CVX","CHEVRON CORP","166764100","2838555",0.005527223586834808,"-",22572185,"USD"
"GE","GENERAL ELECTRIC","369604301","BL59CR9",0.005464190431184893,"-",12579555,"USD"
"CAT","CATERPILLAR INC","149123101","2180201",0.00542558237329713,"-",5581040,"USD"
"CSCO","CISCO SYSTEMS INC","17275R102","2198163",0.0053324429341647895,"-",46996549,"USD"
"LRCX","LAM RESEARCH CORP","512807306","BSML4N7",0.005005684736461347,"-",14979251,"USD"
"IBM","INTL BUSINESS MACHINES CORP","459200101","2005973",0.004936580313677268,"-",11147521,"USD"
"KO","COCA COLA CO/THE","191216100","2206657",0.0048937113664993025,"-",46170122,"USD"
"WFC","WELLS FARGO + CO","949746101","2649100",0.004860284389955028,"-",37436197,"USD"
