"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"MSFT","MICROSOFT CORP","594918104","2588173",0.0711920986214952,"-",88159461,"USD"
"AAPL","APPLE INC","037833100","2046251",0.057464140260291945,"-",172219750,"USD"
"NVDA","NVIDIA CORP","67066G104","2379504",0.04609519787356935,"-",29305344,"USD"
"AMZN","AMAZON.COM INC","023135106","2000019",0.03780829689664673,"-",108453897,"USD"
"META","META PLATFORMS INC CLASS A","30303M102","B7TL820",0.02543028256687364,"-",26102862,"USD"
"GOOGL","ALPHABET INC CL A","02079K305","BYVY8G0",0.021964492013717144,"-",69918670,"USD"
"GOOG","ALPHABET INC CL C","02079K107","BYY88Y7",0.018616880158960472,"-",58537689,"USD"
"BRK-B","BERKSHIRE HATHAWAY INC CL B","084670702","2073390",0.017287312453028728,"-",21571430,"USD"
"LLY","ELI LILLY + CO","532457108","2516152",0.013665512852664024,"-",9454105,"USD"
"JPM","JPMORGAN CHASE + CO","46625H100","2190385",0.013064665580514431,"-",34275592,"USD"
"AVGO","BROADCOM INC","11135F101","BDZ78H9",0.012953827545632395,"-",5220946,"USD"
"XOM","EXXON MOBIL CORP","30231G102","2326618",0.011258802512772953,"-",47114155,"USD"
"UNH","UNITEDHEALTH GROUP INC","91324P102","2917766",0.010549181767355703,"-",10965951,"USD"
"TSLA","TESLA INC","88160R101","B616C79",0.010521953490992168,"-",32874348,"USD"
"V","VISA INC CLASS A SHARES","92826C839","B2PZN04",0.010188063011936477,"-",18765126,"USD"
"PG","PROCTER + GAMBLE CO/THE","742718109","2704407",0.008970221002643676,"-",27945169,"USD"
"MA","MASTERCARD INC   A","57636Q104","B121557",0.008937537097279829,"-",9788822,"USD"
"JNJ","JOHNSON + JOHNSON","478160104","2475833",0.008369503388952955,"-",28543650,"USD"
"HD","HOME DEPOT INC","437076102","2434209",0.0077630209607061455,"-",11808578,"USD"
"MRK","MERCK + CO. INC.","58933Y105","2778844",0.007532966959753295,"-",30045987,"USD"
"COST","COSTCO WHOLESALE CORP","22160K105","2701271",0.0075111843386624685,"-",5264491,"USD"
"ABBV","ABBVIE INC","00287Y109","B92SR70",0.006934264039038925,"-",20933055,"USD"
"CVX","CHEVRON CORP","166764100","2838555",0.0066450957545671485,"-",20578868,"USD"
"CRM","SALESFORCE INC","79466L302","2310525",0.0062620946407810395,"-",11485126,"USD"
"BAC","BANK OF AMERICA CORP","060505104","2295677",0.006175672291077734,"-",81636188,"USD"
"WMT","WALMART INC","931142103","2936921",0.005997491647402079,"-",50743998,"USD"
"AMD","ADVANCED MICRO DEVICES","007903107","2007849",0.005738653468579207,"-",19157295,"USD"
"PEP","PEPSICO INC","713448108","2681511",0.005709619947519043,"-",16302477,"USD"
"NFLX","NETFLIX INC","64110L106","2857817",0.005626877903302237,"-",5134576,"USD"
"KO","COCA COLA CO/THE","191216100","2206657",0.005606052760061556,"-",46137414,"USD"
"TMO","THERMO FISHER SCIENTIFIC INC","883556102","2886907",0.005221056900754309,"-",4580501,"USD"
"WFC","WELLS FARGO + CO","949746101","2649100",0.005108224120351135,"-",42699406,"USD"
"ADBE","ADOBE INC","00724F101","2008154",0.0050510746611705315,"-",5362657,"USD"
"LIN","LINDE PLC","G54950103","BNZHB81",0.0050431555214516125,"-",5749505,"USD"
"DIS","WALT DISNEY CO/THE","254687106","2270726",0.004880045180188156,"-",21699417,"USD"
"MCD","MCDONALD S CORP","580135101","2550707",0.00469890233941361,"-",8600676,"USD"
"ACN","ACCENTURE PLC CL A","G1151C101","B4BNMY3",0.004606036961677028,"-",7441461,"USD"
"CSCO","CISCO SYSTEMS INC","17275R102","2198163",0.004601738285078976,"-",48211381,"USD"
"ABT","ABBOTT LABORATORIES","002824100","2002305",0.004342441314786242,"-",20578839,"USD"
"CAT","CATERPILLAR INC","149123101","2180201",0.00434045654299271,"-",6048264,"USD"
"ORCL","ORACLE CORP","68389X105","2661568",0.0043072938987037904,"-",18916856,"USD"
"QCOM","QUALCOMM INC","747525103","2714923",0.004263299786235091,"-",13197973,"USD"
"INTU","INTUIT INC","461202103","2459020",0.004169626536562448,"-",3323630,"USD"
"GE","GENERAL ELECTRIC CO","369604301","BL59CR9",0.0040555969088465925,"-",12905160,"USD"
"IBM","INTL BUSINESS MACHINES CORP","459200101","2005973",0.0039455767196282234,"-",10856273,"USD"
"VZ","VERIZON COMMUNICATIONS INC","92343V104","2090571",0.003886113355643099,"-",49848567,"USD"
"-","US DOLLAR","999USDZ92","-",0.0038749328069971204,"-",1962857687.29,"USD"
"DHR","DANAHER CORP","235851102","2250870",0.0038554142220727844,"-",7799092,"USD"
"AMAT","APPLIED MATERIALS INC","038222105","2046552",0.0038210148355607592,"-",9872210,"USD"
"CMCSA","COMCAST CORP CLASS A","20030N101","2044545",0.003731829763310677,"-",47012340,"USD"
"TXN","TEXAS INSTRUMENTS INC","882508104","2885409",0.0037163405643390406,"-",10768938,"USD"
"PM","PHILIP MORRIS INTERNATIONAL","718172109","B2PKRQ3",0.00359820176084964,"-",18407154,"USD"
"NOW","SERVICENOW INC","81762P102","B80NXX8",0.0035835403812692753,"-",2432365,"USD"
"COP","CONOCOPHILLIPS","20825C104","2685717",0.0035672433103615775,"-",13977361,"USD"
"PFE","PFIZER INC","717081103","2684703",0.003472044080365265,"-",66949753,"USD"
"AMGN","AMGEN INC","031162100","2023607",0.0034204400137334235,"-",6346399,"USD"
"INTC","INTEL CORP","458140100","2463247",0.0034165402862395993,"-",50163939,"USD"
"UBER","UBER TECHNOLOGIES INC","90353T100","BK6N347",0.003341108984357764,"-",24400880,"USD"
"UNP","UNION PACIFIC CORP","907818108","2914734",0.0033101206126868845,"-",7227996,"USD"
"GS","GOLDMAN SACHS GROUP INC","38141G104","2407966",0.0032294032351740335,"-",3866914,"USD"
"AXP","AMERICAN EXPRESS CO","025816109","2026082",0.0032025838816423327,"-",6784352,"USD"
"NEE","NEXTERA ENERGY INC","65339F101","2328915",0.0031965996450789187,"-",24327569,"USD"
"RTX","RTX CORP","75513E101","BM5M5Y3",0.0031394701333535254,"-",15742495,"USD"
"LOW","LOWE S COS INC","548661107","2536763",0.0031106460605730807,"-",6842272,"USD"
"SPGI","S+P GLOBAL INC","78409V104","BYV2325",0.0031103269012896988,"-",3812284,"USD"
"ISRG","INTUITIVE SURGICAL INC","46120E602","2871301",0.003089431941955778,"-",4173112,"USD"
"HON","HONEYWELL INTERNATIONAL INC","438516106","2020459",0.003005862078347699,"-",7816752,"USD"
"ETN","EATON CORP PLC","G29183103","B8KQN82",0.0029805188365016407,"-",4735999,"USD"
"ELV","ELEVANCE HEALTH INC","036752103","BSPHGL4",0.002934789295429551,"-",2785347,"USD"
"PGR","PROGRESSIVE CORP","743315103","2705024",0.002905745800641781,"-",6936435,"USD"
"MU","MICRON TECHNOLOGY INC","595112103","2588184",0.002890166838121693,"-",13097348,"USD"
"BKNG","BOOKING HOLDINGS INC","09857L108","BDRXDB4",0.002873819898575967,"-",413854,"USD"
"T","AT+T INC","00206R102","2831811",0.0028133791092854847,"-",84778333,"USD"
"C","CITIGROUP INC","172967424","2297907",0.0027846248525982796,"-",22579745,"USD"
"MS","MORGAN STANLEY","617446448","2262314",0.0027539057715727537,"-",14864106,"USD"
"LRCX","LAM RESEARCH CORP","512807108","2502247",0.0027173420861702938,"-",1555534,"USD"
"NKE","NIKE INC CL B","654106103","2640147",0.0026982523715330022,"-",14442179,"USD"
"SYK","STRYKER CORP","863667101","2853688",0.0026664860491088793,"-",4009834,"USD"
"SCHW","SCHWAB (CHARLES) CORP","808513105","2779397",0.002619719240365798,"-",17648972,"USD"
"TJX","TJX COMPANIES INC","872540109","2989301",0.0025514490749048487,"-",13564674,"USD"
"MDT","MEDTRONIC PLC","G5960L103","BTN1Y11",0.002503335812934999,"-",15775942,"USD"
"BSX","BOSTON SCIENTIFIC CORP","101137107","2113434",0.0024996455337208934,"-",17366592,"USD"
"BLK","BLACKROCK INC","09247X101","2494504",0.0024968528899913,"-",1658081,"USD"
"UPS","UNITED PARCEL SERVICE CL B","911312106","2517382",0.002482151615500513,"-",8575498,"USD"
"VRTX","VERTEX PHARMACEUTICALS INC","92532F100","2931034",0.002417282491153104,"-",3055391,"USD"
"CI","THE CIGNA GROUP","125523100","BHJ0775",0.002413053630648291,"-",3469789,"USD"
"DE","DEERE + CO","244199105","2261203",0.002406909814443186,"-",3089616,"USD"
"ADP","AUTOMATIC DATA PROCESSING","053015103","2065308",0.002374245856534551,"-",4876855,"USD"
"SBUX","STARBUCKS CORP","855244109","2842255",0.002353540398025138,"-",13433141,"USD"
"BMY","BRISTOL MYERS SQUIBB CO","110122108","2126335",0.0023271598885080875,"-",24126627,"USD"
"MMC","MARSH + MCLENNAN COS","571748102","2567741",0.002319320538610015,"-",5846514,"USD"
"LMT","LOCKHEED MARTIN CORP","539830109","2522096",0.002312947326669979,"-",2551794,"USD"
