"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"AAPL","APPLE INC","037833100","2046251",0.07214967608623439,"-",190826819,"USD"
"MSFT","MICROSOFT CORP","594918104","2588173",0.05930643656813961,"-",93860662,"USD"
"NVDA","NVIDIA CORP","67066G104","2379504",0.05506322382484681,"-",309675805,"USD"
"AMZN","AMAZON.COM INC","023135106","2000019",0.038200932231002925,"-",118144443,"USD"
"META","META PLATFORMS INC CLASS A","30303M102","B7TL820",0.02735382534601939,"-",27521522,"USD"
"GOOGL","ALPHABET INC CL A","02079K305","BYVY8G0",0.020336591821465723,"-",73766385,"USD"
"BRK-B","BERKSHIRE HATHAWAY INC CL B","084670702","2073390",0.019119287926752673,"-",23140680,"USD"
"AVGO","BROADCOM INC","11135F101","BDZ78H9",0.018076893793162022,"-",58964880,"USD"
"GOOG","ALPHABET INC CL C","02079K107","BYY88Y7",0.01675842641532841,"-",60084650,"USD"
"LLY","ELI LILLY + CO","532457108","2516152",0.013719049114891068,"-",9947633,"USD"
"JPM","JPMORGAN CHASE + CO","46625H100","2190385",0.013718758932793097,"-",35543773,"USD"
"TSLA","TESLA INC","88160R101","B616C79",0.01301848949271136,"-",35258393,"USD"
"V","VISA INC CLASS A SHARES","92826C839","B2PZN04",0.012382970685594331,"-",21817637,"USD"
"XOM","EXXON MOBIL CORP","30231G102","2326618",0.010311120537470879,"-",55489708,"USD"
"UNH","UNITEDHEALTH GROUP INC","91324P102","2917766",0.009274019725598404,"-",11619197,"USD"
"MA","MASTERCARD INC   A","57636Q104","B121557",0.00923894771686076,"-",10349027,"USD"
"PG","PROCTER + GAMBLE CO/THE","742718109","2704407",0.00871081629855183,"-",29733996,"USD"
"COST","COSTCO WHOLESALE CORP","22160K105","2701271",0.00868776183118192,"-",5593953,"USD"
"JNJ","JOHNSON + JOHNSON","478160104","2475833",0.00847286697821484,"-",30398029,"USD"
"ABBV","ABBVIE INC","00287Y109","B92SR70",0.008034581941205564,"-",22311718,"USD"
"WMT","WALMART INC","931142103","2936921",0.007999289794324632,"-",54803209,"USD"
"HD","HOME DEPOT INC","437076102","2434209",0.007809330589224656,"-",12541118,"USD"
"NFLX","NETFLIX INC","64110L106","2857817",0.0077742185553700514,"-",5396924,"USD"
"KO","COCA COLA CO/THE","191216100","2206657",0.00581197719004607,"-",48940702,"USD"
"BAC","BANK OF AMERICA CORP","060505104","2295677",0.00557867078327663,"-",84269184,"USD"
"CVX","CHEVRON CORP","166764100","2838555",0.005525187220736629,"-",21097034,"USD"
"CRM","SALESFORCE INC","79466L302","2310525",0.005474035121259644,"-",12068472,"USD"
"CSCO","CISCO SYSTEMS INC","17275R102","2198163",0.005190086935254481,"-",50316533,"USD"
"MRK","MERCK + CO. INC.","58933Y105","2778844",0.005054281713403612,"-",31932598,"USD"
"ORCL","ORACLE CORP","68389X105","2661568",0.005017458605798897,"-",20288877,"USD"
"ABT","ABBOTT LABORATORIES","002824100","2002305",0.004998496706638316,"-",21894100,"USD"
"IBM","INTL BUSINESS MACHINES CORP","459200101","2005973",0.0049838074887133925,"-",11672005,"USD"
"PM","PHILIP MORRIS INTERNATIONAL","718172109","B2PKRQ3",0.004912322629819891,"-",19626307,"USD"
"MCD","MCDONALD S CORP","580135101","2550707",0.004769723144364783,"-",9045643,"USD"
"WFC","WELLS FARGO + CO","949746101","2649100",0.004665017438393115,"-",42029558,"USD"
"LIN","LINDE PLC","G54950103","BNZHB81",0.004616036701511299,"-",6010617,"USD"
"PEP","PEPSICO INC","713448108","2681511",0.0044975123239086225,"-",17318099,"USD"
"ACN","ACCENTURE PLC CL A","G1151C101","B4BNMY3",0.004395678420078953,"-",7887528,"USD"
"GE","GENERAL ELECTRIC","369604301","BL59CR9",0.004362447566721545,"-",13661722,"USD"
"TMO","THERMO FISHER SCIENTIFIC INC","883556102","2886907",0.0042277230230286416,"-",4828467,"USD"
"T","AT+T INC","00206R102","2831811",0.004108178004943442,"-",90605239,"USD"
"VZ","VERIZON COMMUNICATIONS INC","92343V104","2090571",0.004107447546558892,"-",53157063,"USD"
"ADBE","ADOBE INC","00724F101","2008154",0.004018221554572141,"-",5556644,"USD"
"DIS","WALT DISNEY CO/THE","254687106","2270726",0.0039163176067877874,"-",22858737,"USD"
"AMGN","AMGEN INC","031162100","2023607",0.003690535922007137,"-",6782842,"USD"
"QCOM","QUALCOMM INC","747525103","2714923",0.003611326215540038,"-",14019709,"USD"
"ISRG","INTUITIVE SURGICAL INC","46120E602","2871301",0.003607613885941845,"-",4497510,"USD"
"RTX","RTX CORP","75513E101","BM5M5Y3",0.0035902930165766923,"-",16807663,"USD"
"TXN","TEXAS INSTRUMENTS INC","882508104","2885409",0.0035705005962391578,"-",11519198,"USD"
"GS","GOLDMAN SACHS GROUP INC","38141G104","2407966",0.003501627376227404,"-",3962635,"USD"
"CAT","CATERPILLAR INC","149123101","2180201",0.003495653627520878,"-",6092470,"USD"
"PGR","PROGRESSIVE CORP","743315103","2705024",0.003426580281924316,"-",7397540,"USD"
"INTU","INTUIT INC","461202103","2459020",0.003408378859986007,"-",3536987,"USD"
"NOW","SERVICENOW INC","81762P102","B80NXX8",0.0033889266531426463,"-",2601288,"USD"
"AMD","ADVANCED MICRO DEVICES","007903107","2007849",0.00328985448238333,"-",20483941,"USD"
"NEE","NEXTERA ENERGY INC","65339F101","2328915",0.003284571166944393,"-",25947804,"USD"
