"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"AAPL","APPLE INC","037833100","2046251",0.0694721966241994,"-",171672993,"USD"
"NVDA","NVIDIA CORP","67066G104","2379504",0.06670545850457256,"-",292966300,"USD"
"MSFT","MICROSOFT CORP","594918104","2588173",0.06501256636579725,"-",88521302,"USD"
"AMZN","AMAZON.COM INC","023135106","2000019",0.03349833625027699,"-",109033251,"USD"
"META","META PLATFORMS INC CLASS A","30303M102","B7TL820",0.024056573835462763,"-",26113540,"USD"
"GOOGL","ALPHABET INC CL A","02079K305","BYVY8G0",0.020456044380216375,"-",69994485,"USD"
"BRK-B","BERKSHIRE HATHAWAY INC CL B","084670702","2073390",0.017634884400383088,"-",21572640,"USD"
"GOOG","ALPHABET INC CL C","02079K107","BYY88Y7",0.017193695046355758,"-",58230563,"USD"
"LLY","ELI LILLY + CO","532457108","2516152",0.01609659117600076,"-",9502763,"USD"
"AVGO","BROADCOM INC","11135F101","BDZ78H9",0.014866244818189257,"-",51904815,"USD"
"JPM","JPMORGAN CHASE + CO","46625H100","2190385",0.01337069447077303,"-",34218338,"USD"
"TSLA","TESLA INC","88160R101","B616C79",0.012266385058058958,"-",33038257,"USD"
"UNH","UNITEDHEALTH GROUP INC","91324P102","2917766",0.011431783098924031,"-",10967310,"USD"
"XOM","EXXON MOBIL CORP","30231G102","2326618",0.011163436692234935,"-",53453765,"USD"
"V","VISA INC CLASS A SHARES","92826C839","B2PZN04",0.009012151967050016,"-",18758202,"USD"
"COST","COSTCO WHOLESALE CORP","22160K105","2701271",0.008506963386097318,"-",5274017,"USD"
"PG","PROCTER + GAMBLE CO/THE","742718109","2704407",0.008447287484587396,"-",28123646,"USD"
"JNJ","JOHNSON + JOHNSON","478160104","2475833",0.008296261318280795,"-",28688691,"USD"
"MA","MASTERCARD INC   A","57636Q104","B121557",0.008246583106794084,"-",9783008,"USD"
"HD","HOME DEPOT INC","437076102","2434209",0.007820885668838758,"-",11809202,"USD"
"ABBV","ABBVIE INC","00287Y109","B92SR70",0.007315086618325084,"-",21038943,"USD"
"WMT","WALMART INC","931142103","2936921",0.006876999650591242,"-",50900971,"USD"
"NFLX","NETFLIX INC","64110L106","2857817",0.006339886513908768,"-",5134877,"USD"
"MRK","MERCK + CO. INC.","58933Y105","2778844",0.006243432323274416,"-",30198136,"USD"
"KO","COCA COLA CO/THE","191216100","2206657",0.005862239117084079,"-",46199800,"USD"
"BAC","BANK OF AMERICA CORP","060505104","2295677",0.005707620187295664,"-",81072925,"USD"
"CRM","SALESFORCE INC","79466L302","2310525",0.005413113658764048,"-",11545086,"USD"
"ADBE","ADOBE INC","00724F101","2008154",0.005379627902189807,"-",5338567,"USD"
"CVX","CHEVRON CORP","166764100","2838555",0.005326126750173699,"-",20423255,"USD"
"AMD","ADVANCED MICRO DEVICES","007903107","2007849",0.005142915827996579,"-",19255550,"USD"
