"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"NVDA","NVIDIA CORP","67066G104","2379504",0.07609692153233642,"-",287392967,"USD"
"MSFT","MICROSOFT CORP","594918104","2588173",0.06682645681752886,"-",87550625,"USD"
"AAPL","APPLE INC","037833100","2046251",0.06598663962937018,"-",174795499,"USD"
"AMZN","AMAZON.COM INC","023135106","2000019",0.03766245953913757,"-",114308964,"USD"
"META","META PLATFORMS INC CLASS A","30303M102","B7TL820",0.02907434254827517,"-",25546301,"USD"
"AVGO","BROADCOM INC","11135F101","BDZ78H9",0.02812436757297961,"-",55398100,"USD"
"GOOGL","ALPHABET INC CL A","02079K305","BYVY8G0",0.025334325541612943,"-",68513328,"USD"
"TSLA","TESLA INC","88160R101","B616C79",0.021896187365256004,"-",33050603,"USD"
"GOOG","ALPHABET INC CL C","02079K107","BYY88Y7",0.020394615304583242,"-",55000957,"USD"
"BRK-B","BERKSHIRE HATHAWAY INC CL B","084670702","2073390",0.016063132494366198,"-",21597517,"USD"
"JPM","JPMORGAN CHASE + CO","46625H100","2190385",0.015187188021792825,"-",32386152,"USD"
"LLY","ELI LILLY + CO","532457108","2516152",0.010392934752308505,"-",9363343,"USD"
"V","VISA INC CLASS A SHARES","92826C839","B2PZN04",0.010137788923991187,"-",20006100,"USD"
"NFLX","NETFLIX INC","64110L106","2857817",0.009014740211401584,"-",5004417,"USD"
"ORCL","ORACLE CORP","68389X105","2661568",0.0090076564301438,"-",19517396,"USD"
"XOM","EXXON MOBIL CORP","30231G102","2326618",0.00860609582723779,"-",50209050,"USD"
"MA","MASTERCARD INC   A","57636Q104","B121557",0.008273936326344655,"-",9721961,"USD"
"WMT","WALMART INC","931142103","2936921",0.00794540851049072,"-",51692506,"USD"
"JNJ","JOHNSON + JOHNSON","478160104","2475833",0.007498142552736955,"-",28362877,"USD"
"COST","COSTCO WHOLESALE CORP","22160K105","2701271",0.007386727643855734,"-",5222817,"USD"
"PLTR","PALANTIR TECHNOLOGIES INC A","69608A108","BN78DQ4",0.007195705001656408,"-",26783814,"USD"
"HD","HOME DEPOT INC","437076102","2434209",0.0071838820709656005,"-",11717305,"USD"
"ABBV","ABBVIE INC","00287Y109","B92SR70",0.006847781593175529,"-",20804414,"USD"
"PG","PROCTER + GAMBLE CO/THE","742718109","2704407",0.006290946500530246,"-",27585613,"USD"
"BAC","BANK OF AMERICA CORP","060505104","2295677",0.006207727036486343,"-",80251112,"USD"
"UNH","UNITEDHEALTH GROUP INC","91324P102","2917766",0.005614195961494401,"-",10665669,"USD"
"GE","GENERAL ELECTRIC","369604301","BL59CR9",0.005611063134290255,"-",12488153,"USD"
"CVX","CHEVRON CORP","166764100","2838555",0.005403029439915548,"-",22686000,"USD"
"WFC","WELLS FARGO + CO","949746101","2649100",0.004747400541615938,"-",37723954,"USD"
"CSCO","CISCO SYSTEMS INC","17275R102","2198163",0.004697135626155779,"-",46633424,"USD"
"AMD","ADVANCED MICRO DEVICES","007903107","2007849",0.00460012773155095,"-",19110679,"USD"
"KO","COCA COLA CO/THE","191216100","2206657",0.004534887103882435,"-",45612124,"USD"
"PM","PHILIP MORRIS INTERNATIONAL","718172109","B2PKRQ3",0.004470424694436606,"-",18330320,"USD"
"IBM","INTL BUSINESS MACHINES CORP","459200101","2005973",0.004390856869745306,"-",10969454,"USD"
"GS","GOLDMAN SACHS GROUP INC","38141G104","2407966",0.004226672779071948,"-",3564893,"USD"
"CRM","SALESFORCE INC","79466L302","2310525",0.004141667403978547,"-",11257541,"USD"
"ABT","ABBOTT LABORATORIES","002824100","2002305",0.004105719708384472,"-",20495093,"USD"
"LIN","LINDE PLC","G54950103","BNZHB81",0.003917131492420215,"-",5521781,"USD"
"CAT","CATERPILLAR INC","149123101","2180201",0.003877731700607557,"-",5516746,"USD"
"MCD","MCDONALD S CORP","580135101","2550707",0.0038262695263432656,"-",8403107,"USD"
"RTX","RTX CORP","75513E101","BM5M5Y3",0.0038058662408895095,"-",15762025,"USD"
"DIS","WALT DISNEY CO/THE","254687106","2270726",0.0035930933970817775,"-",21171360,"USD"
"UBER","UBER TECHNOLOGIES INC","90353T100","BK6N347",0.0035925745849333204,"-",24556409,"USD"
"T","AT+T INC","00206R102","2831811",0.0035677115104341705,"-",84198754,"USD"
"MRK","MERCK + CO. INC.","58933Y105","2778844",0.003506012773394547,"-",29412151,"USD"
"PEP","PEPSICO INC","713448108","2681511",0.0034291986439527514,"-",16121037,"USD"
"NOW","SERVICENOW INC","81762P102","B80NXX8",0.003423052715424872,"-",2451140,"USD"
"INTU","INTUIT INC","461202103","2459020",0.00341453222360213,"-",3284629,"USD"
"MS","MORGAN STANLEY","617446448","2262314",0.0033745936653276124,"-",14285763,"USD"
"QCOM","QUALCOMM INC","747525103","2714923",0.0032976797643188066,"-",12699666,"USD"
"C","CITIGROUP INC","172967424","2297907",0.003296801774529109,"-",21676781,"USD"
"AXP","AMERICAN EXPRESS CO","025816109","2026082",0.003255945317838091,"-",6391379,"USD"
"VZ","VERIZON COMMUNICATIONS INC","92343V104","2090571",0.0032075161992109347,"-",49647242,"USD"
"MU","MICRON TECHNOLOGY INC","595112103","2588184",0.0031883700355015174,"-",13177722,"USD"
"BKNG","BOOKING HOLDINGS INC","09857L108","BDRXDB4",0.003155565144268289,"-",381686,"USD"
"TMO","THERMO FISHER SCIENTIFIC INC","883556102","2886907",0.003113411657206127,"-",4446308,"USD"
"APP","APPLOVIN CORP CLASS A","03831W108","BMV3LG4",0.003061550396673792,"-",3187638,"USD"
"GEV","GE VERNOVA INC","36828A101","BP6H4Y1",0.0030164336940714017,"-",3205330,"USD"
"TXN","TEXAS INSTRUMENTS INC","882508104","2885409",0.0029540066245925976,"-",10704745,"USD"
"BA","BOEING CO/THE","097023105","2108601",0.0028654793131837075,"-",8903598,"USD"
"BLK","BLACKROCK INC","09290D101","BMZBBT7",0.0028617578337341958,"-",1695664,"USD"
"LRCX","LAM RESEARCH CORP","512807306","BSML4N7",0.002861089364235222,"-",14902033,"USD"
"AMAT","APPLIED MATERIALS INC","038222105","2046552",0.0028478796087629613,"-",9448972,"USD"
"ISRG","INTUITIVE SURGICAL INC","46120E602","2871301",0.002803820484770888,"-",4220709,"USD"
"SCHW","SCHWAB (CHARLES) CORP","808513105","2779397",0.00277662275560368,"-",20090714,"USD"
"TJX","TJX COMPANIES INC","872540109","2989301",0.0027601504698901583,"-",13135614,"USD"
"SPGI","S+P GLOBAL INC","78409V104","BYV2325",0.0027015945372113825,"-",3679399,"USD"
"NEE","NEXTERA ENERGY INC","65339F101","2328915",0.0026783477620978117,"-",24246122,"USD"
"APH","AMPHENOL CORP CL A","032095101","2145084",0.002648326497584191,"-",14375301,"USD"
"AMGN","AMGEN INC","031162100","2023607",0.0026480970229800656,"-",6338642,"USD"
"ADBE","ADOBE INC","00724F101","2008154",0.0026400654118356776,"-",4994789,"USD"
"ACN","ACCENTURE PLC CL A","G1151C101","B4BNMY3",0.0026233536743613295,"-",7333686,"USD"
"ANET","ARISTA NETWORKS INC","040413205","BL9XPM3",0.0025898204506889207,"-",12134901,"USD"
"BSX","BOSTON SCIENTIFIC CORP","101137107","2113434",0.002559659505981485,"-",17446148,"USD"
"ETN","EATON CORP PLC","G29183103","B8KQN82",0.002552605656193805,"-",4583569,"USD"
"LOW","LOWE S COS INC","548661107","2536763",0.0025405931595256764,"-",6598614,"USD"
"COF","CAPITAL ONE FINANCIAL CORP","14040H105","2654461",0.002527323541113209,"-",7529432,"USD"
"GILD","GILEAD SCIENCES INC","375558103","2369174",0.0024846213104324864,"-",14609073,"USD"
"KLAC","KLA CORP","482480100","2480138",0.002484222224164442,"-",1553658,"USD"
"PGR","PROGRESSIVE CORP","743315103","2705024",0.002478395564650998,"-",6901893,"USD"
"PFE","PFIZER INC","717081103","2684703",0.0024127758050278406,"-",66940471,"USD"
"INTC","INTEL CORP","458140100","2463247",0.0024118379522979367,"-",51632498,"USD"
"UNP","UNION PACIFIC CORP","907818108","2914734",0.002406480219149444,"-",6982068,"USD"
"PANW","PALO ALTO NETWORKS INC","697435105","B87ZMX0",0.002361493219584169,"-",7864091,"USD"
"HON","HONEYWELL INTERNATIONAL INC","438516106","2020459",0.002333068300142725,"-",7475182,"USD"
"BX","BLACKSTONE INC","09260D107","BKF2SL7",0.0023122659284209248,"-",8678232,"USD"
"-","US DOLLAR","999USDZ92","-",0.002279022042292848,"-",1523203720.19,"USD"
"SYK","STRYKER CORP","863667101","2853688",0.0022500384020761426,"-",4051046,"USD"
"ADI","ANALOG DEVICES INC","032654105","2032067",0.0021732342497910485,"-",5842476,"USD"
"MDT","MEDTRONIC PLC","G5960L103","BTN1Y11",0.0021608126896981747,"-",15084584,"USD"
"COP","CONOCOPHILLIPS","20825C104","2685717",0.002103823170621472,"-",14703592,"USD"
"CRWD","CROWDSTRIKE HOLDINGS INC   A","22788C105","BJJP138",0.0020914415191554026,"-",2934584,"USD"
"DHR","DANAHER CORP","235851102","2250870",0.002087001684423412,"-",7502903,"USD"
"DE","DEERE + CO","244199105","2261203",0.002080496578254292,"-",2965232,"USD"
"ADP","AUTOMATIC DATA PROCESSING","053015103","2065308",0.0020798480630687204,"-",4768709,"USD"
"CMCSA","COMCAST CORP CLASS A","20030N101","2044545",0.002050565108150982,"-",43356768,"USD"
"TMUS","T MOBILE US INC","872590104","B94Q9V0",0.0020322171169776526,"-",5697353,"USD"
"WELL","WELLTOWER INC","95040Q104","BYVYHH4",0.002014218326288862,"-",7873988,"USD"
"MO","ALTRIA GROUP INC","02209S103","2692632",0.0019271776112284359,"-",19776465,"USD"
"CEG","CONSTELLATION ENERGY","21037T109","BMH4FS1",0.0018660076634939707,"-",3677521,"USD"
"PLD","PROLOGIS INC","74340W103","B44WZD7",0.0018449159542278382,"-",10925613,"USD"
"SO","SOUTHERN CO/THE","842587107","2829601",0.0018292318638937037,"-",12949693,"USD"
"CB","CHUBB LTD","H1467J104","B3BQMF6",0.0018172093900688739,"-",4364781,"USD"
"LMT","LOCKHEED MARTIN CORP","539830109","2522096",0.001759521470023094,"-",2418489,"USD"
"MMC","MARSH + MCLENNAN COS","571748102","2567741",0.0017288317360104998,"-",5787221,"USD"
"HOOD","ROBINHOOD MARKETS INC   A","770700102","BP0TQN6",0.0017284825355259614,"-",9110772,"USD"
"CDNS","CADENCE DESIGN SYS INC","127387108","2302232",0.0017131775771464686,"-",3207683,"USD"
"CVS","CVS HEALTH CORP","126650100","2577609",0.0017106633336577905,"-",14969024,"USD"
"VRTX","VERTEX PHARMACEUTICALS INC","92532F100","2931034",0.0017008258571505027,"-",3018324,"USD"
"DASH","DOORDASH INC   A","25809K105","BN13P03",0.00169998777598761,"-",4357588,"USD"
"ICE","INTERCONTINENTAL EXCHANGE IN","45866F104","BFSSDS9",0.0016942808423545787,"-",6738392,"USD"
"DUK","DUKE ENERGY CORP","26441C204","B7VD3F2",0.0016933729210947782,"-",9153834,"USD"
"SBUX","STARBUCKS CORP","855244109","2842255",0.0016871371981565886,"-",13380940,"USD"
"PH","PARKER HANNIFIN CORP","701094104","2671501",0.001685231561226678,"-",1504270,"USD"
"CME","CME GROUP INC","12572Q105","2965839",0.0016783273687895144,"-",4242040,"USD"
"KKR","KKR + CO INC","48251W104","BG1FRR1",0.0016668137299564408,"-",8076149,"USD"
