"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"AAPL","APPLE INC","037833100","2046251",0.07029018351361431,"-",186603659,"USD"
"NVDA","NVIDIA CORP","67066G104","2379504",0.06551727941193397,"-",301921253,"USD"
"MSFT","MICROSOFT CORP","594918104","2588173",0.061871311973985044,"-",91226952,"USD"
"AMZN","AMAZON.COM INC","023135106","2000019",0.03781792946353523,"-",114641791,"USD"
"META","META PLATFORMS INC CLASS A","30303M102","B7TL820",0.024470019893664388,"-",26812258,"USD"
"GOOGL","ALPHABET INC CL A","02079K305","BYVY8G0",0.019510245498383604,"-",71903371,"USD"
"TSLA","TESLA INC","88160R101","B616C79",0.018174569782468005,"-",34050794,"USD"
"BRK-B","BERKSHIRE HATHAWAY INC CL B","084670702","2073390",0.017412095747490284,"-",22479984,"USD"
"GOOG","ALPHABET INC CL C","02079K107","BYY88Y7",0.0161440380329439,"-",58943711,"USD"
"AVGO","BROADCOM INC","11135F101","BDZ78H9",0.014624524624732604,"-",57124515,"USD"
"JPM","JPMORGAN CHASE + CO","46625H100","2190385",0.013983855071202977,"-",34915299,"USD"
"LLY","ELI LILLY + CO","532457108","2516152",0.012233833938075403,"-",9680454,"USD"
"UNH","UNITEDHEALTH GROUP INC","91324P102","2917766",0.011053471446737581,"-",11331508,"USD"
"V","VISA INC CLASS A SHARES","92826C839","B2PZN04",0.010343132131880085,"-",20498374,"USD"
"XOM","EXXON MOBIL CORP","30231G102","2326618",0.010285242475290455,"-",54519209,"USD"
"MA","MASTERCARD INC   A","57636Q104","B121557",0.008641682662554285,"-",10123731,"USD"
"COST","COSTCO WHOLESALE CORP","22160K105","2701271",0.008387064255977492,"-",5440037,"USD"
"HD","HOME DEPOT INC","437076102","2434209",0.00833418890055512,"-",12167634,"USD"
"PG","PROCTER + GAMBLE CO/THE","742718109","2704407",0.008306965548908543,"-",28885577,"USD"
"WMT","WALMART INC","931142103","2936921",0.00785158493252342,"-",53296708,"USD"
"NFLX","NETFLIX INC","64110L106","2857817",0.007407604094640302,"-",5265916,"USD"
"JNJ","JOHNSON + JOHNSON","478160104","2475833",0.007359692997459362,"-",29537442,"USD"
"ABBV","ABBVIE INC","00287Y109","B92SR70",0.006361817039420074,"-",21672263,"USD"
"BAC","BANK OF AMERICA CORP","060505104","2295677",0.006344261981042098,"-",82830399,"USD"
"CRM","SALESFORCE INC","79466L302","2310525",0.006291116393820292,"-",11889532,"USD"
"ORCL","ORACLE CORP","68389X105","2661568",0.005744957909996037,"-",19611571,"USD"
"CVX","CHEVRON CORP","166764100","2838555",0.005424182755484,"-",20868370,"USD"
"WFC","WELLS FARGO + CO","949746101","2649100",0.00516976452061049,"-",41760034,"USD"
"MRK","MERCK + CO. INC.","58933Y105","2778844",0.005141870593757914,"-",31098673,"USD"
"KO","COCA COLA CO/THE","191216100","2206657",0.004879145233198133,"-",47588369,"USD"
"CSCO","CISCO SYSTEMS INC","17275R102","2198163",0.004698710459858257,"-",49426667,"USD"
"ADBE","ADOBE INC","00724F101","2008154",0.004480203028553833,"-",5439628,"USD"
"ACN","ACCENTURE PLC CL A","G1151C101","B4BNMY3",0.004462207592428634,"-",7684460,"USD"
"PEP","PEPSICO INC","713448108","2681511",0.004396421162144465,"-",16850867,"USD"
"AMD","ADVANCED MICRO DEVICES","007903107","2007849",0.004337330475335133,"-",19855534,"USD"
"LIN","LINDE PLC","G54950103","BNZHB81",0.004322357631929516,"-",5897314,"USD"
"NOW","SERVICENOW INC","81762P102","B80NXX8",0.004223052449930501,"-",2529142,"USD"
"DIS","WALT DISNEY CO/THE","254687106","2270726",0.004198381287500792,"-",22265838,"USD"
"MCD","MCDONALD S CORP","580135101","2550707",0.004163551411129438,"-",8800112,"USD"
"IBM","INTL BUSINESS MACHINES CORP","459200101","2005973",0.0041114667339350345,"-",11300242,"USD"
"ABT","ABBOTT LABORATORIES","002824100","2002305",0.004070811860998127,"-",21344215,"USD"
"PM","PHILIP MORRIS INTERNATIONAL","718172109","B2PKRQ3",0.004031317983940264,"-",19073458,"USD"
"TMO","THERMO FISHER SCIENTIFIC INC","883556102","2886907",0.003919472044730529,"-",4686017,"USD"
"GE","GENERAL ELECTRIC","369604301","BL59CR9",0.0038550968249545098,"-",13313160,"USD"
"CAT","CATERPILLAR INC","149123101","2180201",0.0038537656831276732,"-",5953745,"USD"
"GS","GOLDMAN SACHS GROUP INC","38141G104","2407966",0.003763618356553885,"-",3877084,"USD"
"ISRG","INTUITIVE SURGICAL INC","46120E602","2871301",0.0037605257037381526,"-",4354984,"USD"
"VZ","VERIZON COMMUNICATIONS INC","92343V104","2090571",0.003677574549897411,"-",51681846,"USD"
"TXN","TEXAS INSTRUMENTS INC","882508104","2885409",0.003580341145027382,"-",11210401,"USD"
"INTU","INTUIT INC","461202103","2459020",0.0035009130131644327,"-",3432197,"USD"
"BKNG","BOOKING HOLDINGS INC","09857L108","BDRXDB4",0.003443693931780803,"-",411203,"USD"
"QCOM","QUALCOMM INC","747525103","2714923",0.0034299321271800526,"-",13677708,"USD"
"AXP","AMERICAN EXPRESS CO","025816109","2026082",0.003363385044423406,"-",6894618,"USD"
"SPGI","S+P GLOBAL INC","78409V104","BYV2325",0.003295586888521236,"-",3931074,"USD"
"T","AT+T INC","00206R102","2831811",0.003284347247381859,"-",88027043,"USD"
"CMCSA","COMCAST CORP CLASS A","20030N101","2044545",0.0032363660901047705,"-",47426332,"USD"
"MS","MORGAN STANLEY","617446448","2262314",0.0032173697954631527,"-",15293210,"USD"
